"global_id";"Stop code";"Stop name";"Station Name";"Street";"Direction";"Pavilion";"Operating organization name";"Pavilion electrification";"Transport type";"Geodata";"Centroid";
"global_id";"Код остановки";"Наименование остановки";"Название остановки согласно указателю";"Наименование улицы, на которой находится остановка";"Направление";"Наличие павильона";"Балансодержатель остановки с павильоном";"Электроподключение остановочного павильона";"Вид транспорта";"Геоданные";"Центроид";
"5107813147";"7908";"Дольская улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.68660804, 55.6194484]]]";"{type=Point, coordinates=[37.68660804, 55.6194484]}";
"5107813148";"7696";"Большой Москворецкий мост";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.62497709, 55.74705054]]]";"{type=Point, coordinates=[37.62497709, 55.74705054]}";
"5107813149";"7712";"Мосфильмовская ул.";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.50761446, 55.70913575]]]";"{type=Point, coordinates=[37.50761446, 55.70913575]}";
"5107813150";"8048";"5-й микрорайон Загорья";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.67028186, 55.57219741]]]";"{type=Point, coordinates=[37.67028186, 55.57219741]}";
"5107813151";"8040";"Бирюлёво Западное";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.64889122, 55.5745244]]]";"{type=Point, coordinates=[37.64889122, 55.5745244]}";
"5107813152";"7763";"Складская база";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.81078811, 55.66114163]]]";"{type=Point, coordinates=[37.81078811, 55.66114163]}";
"5107813153";"8089";"Улица Кедрова, 10";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56901582, 55.68487287]]]";"{type=Point, coordinates=[37.56901582, 55.68487287]}";
"5107813154";"7904";"Центр реабилитации";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.67679318, 55.60759053]]]";"{type=Point, coordinates=[37.67679318, 55.60759053]}";
"5107813155";"7610";"Нижние Котлы";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.62557022, 55.67836167]]]";"{type=Point, coordinates=[37.62557022, 55.67836167]}";
"5107813156";"7601";"Малая Семёновская улица";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.71467849, 55.78532905]]]";"{type=Point, coordinates=[37.71467849, 55.78532905]}";
"5107813157";"7624";"Объединение «Колосс»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.74324244, 55.82109203]]]";"{type=Point, coordinates=[37.74324244, 55.82109203]}";
"5107813158";"7618";"Открытое ш., 19";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.74854824, 55.82457407]]]";"{type=Point, coordinates=[37.74854824, 55.82457407]}";
"5107813159";"7936";"Керченская ул.";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.5819465, 55.65296943]]]";"{type=Point, coordinates=[37.5819465, 55.65296943]}";
"5107813160";"7986";"Метро «Измайловская»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.77898993, 55.78828935]]]";"{type=Point, coordinates=[37.77898993, 55.78828935]}";
"5107813161";"7701";"Ул. Винокурова, 7";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58700229, 55.68852443]]]";"{type=Point, coordinates=[37.58700229, 55.68852443]}";
"5107813162";"7632";"Лесное хозяйство";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.74706394, 55.82706501]]]";"{type=Point, coordinates=[37.74706394, 55.82706501]}";
"5107813163";"7665";"Касимовская улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.65339849, 55.59933094]]]";"{type=Point, coordinates=[37.65339849, 55.59933094]}";
"5107813164";"7598";"Ул. Ляпунова";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.57109174, 55.69725706]]]";"{type=Point, coordinates=[37.57109174, 55.69725706]}";
"5107813165";"7927";"Ближние Прудищи";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.69908739, 55.57967814]]]";"{type=Point, coordinates=[37.69908739, 55.57967814]}";
"5107813166";"7971";"Голубинская ул.";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51657871, 55.61059162]]]";"{type=Point, coordinates=[37.51657871, 55.61059162]}";
"5107813167";"8116";"Голубинская ул., 31";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.54009792, 55.59598481]]]";"{type=Point, coordinates=[37.54009792, 55.59598481]}";
"5107813168";"8103";"Улица Маршала Голованова, 7";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.72924522, 55.64874592]]]";"{type=Point, coordinates=[37.72924522, 55.64874592]}";
"5107813169";"7597";"Ул. Бардина";"";"";"";"";"";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.57519745, 55.69953192]]]";"{type=Point, coordinates=[37.57519745, 55.69953192]}";
"5107813170";"7849";"Улица Шверника";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.59595816, 55.68807702]]]";"{type=Point, coordinates=[37.59595816, 55.68807702]}";
"5107813171";"765";"Водная станция «Труд»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.44317579, 55.77991203]]]";"{type=Point, coordinates=[37.44317579, 55.77991203]}";
"5107813172";"8009";"Ул. Вавилова";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.54391481, 55.67810994]]]";"{type=Point, coordinates=[37.54391481, 55.67810994]}";
"5107813173";"7853";"Спортивная школа «Тринта»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.61515368, 55.70023976]]]";"{type=Point, coordinates=[37.61515368, 55.70023976]}";
"5107813174";"7679";"Завод «Огонёк»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.65847894, 55.60750165]]]";"{type=Point, coordinates=[37.65847894, 55.60750165]}";
"5107813175";"7841";"Улица Цюрупы, 11";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.57053829, 55.66681158]]]";"{type=Point, coordinates=[37.57053829, 55.66681158]}";
"5107813176";"7194";"52-я городская больница";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.48559672, 55.80483956]]]";"{type=Point, coordinates=[37.48559672, 55.80483956]}";
"5107813177";"7884";"Чертановская ул., 44";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.59083221, 55.60913901]]]";"{type=Point, coordinates=[37.59083221, 55.60913901]}";
"5107813178";"7758";"Филиал больницы имени Демихова";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.80284098, 55.64107987]]]";"{type=Point, coordinates=[37.80284098, 55.64107987]}";
"5107813179";"81";"Педагогический колледж";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55258978, 55.84190084]]]";"{type=Point, coordinates=[37.55258978, 55.84190084]}";
"5107813180";"7625";"Открытое ш.";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.74947868, 55.82102117]]]";"{type=Point, coordinates=[37.74947868, 55.82102117]}";
"5107813181";"7101";"Ботанический сад МГУ";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.52727298, 55.70469314]]]";"{type=Point, coordinates=[37.52727298, 55.70469314]}";
"5107813182";"8086";"Ул. Николая Коперника";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55147903, 55.6982257]]]";"{type=Point, coordinates=[37.55147903, 55.6982257]}";
"5107813183";"8049";"Посёлок Дубровский";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.63519345, 55.57400507]]]";"{type=Point, coordinates=[37.63519345, 55.57400507]}";
"5107813184";"7604";"Черёмушки";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.5855254, 55.68017942]]]";"{type=Point, coordinates=[37.5855254, 55.68017942]}";
"5107813185";"8327";"Рябиновая улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.42149365, 55.70715286]]]";"{type=Point, coordinates=[37.42149365, 55.70715286]}";
"5107813186";"7702";"Детская п-ка";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58956365, 55.68741049]]]";"{type=Point, coordinates=[37.58956365, 55.68741049]}";
"5107813187";"760";"Берег Москвы-реки";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.41475724, 55.78958773]]]";"{type=Point, coordinates=[37.41475724, 55.78958773]}";
"5107813188";"7621";"Социальный Университет";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.72880168, 55.82582636]]]";"{type=Point, coordinates=[37.72880168, 55.82582636]}";
"5107813189";"7599";"Ул. Губкина";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.56676339, 55.69473679]]]";"{type=Point, coordinates=[37.56676339, 55.69473679]}";
"5107813190";"8085";"Проспект Вернадского";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.54587856, 55.70142916]]]";"{type=Point, coordinates=[37.54587856, 55.70142916]}";
"5107813191";"7938";"Метро «Красногвардейская»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.74330064, 55.61383108]]]";"{type=Point, coordinates=[37.74330064, 55.61383108]}";
"5107813192";"8087";"Университетский просп.";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55608417, 55.69557544]]]";"{type=Point, coordinates=[37.55608417, 55.69557544]}";
"5107813193";"8046";"25-й километр МКАД";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.72383299, 55.59002585]]]";"{type=Point, coordinates=[37.72383299, 55.59002585]}";
"5107813194";"8080";"Университетский проспект, 1";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55506368, 55.69492959]]]";"{type=Point, coordinates=[37.55506368, 55.69492959]}";
"5107813195";"7949";"Метро «Ясенево»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53027307, 55.60646994]]]";"{type=Point, coordinates=[37.53027307, 55.60646994]}";
"5107813196";"7717";"Детская больница";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.69093059, 55.78749732]]]";"{type=Point, coordinates=[37.69093059, 55.78749732]}";
"5107813197";"7658";"Севанская ул.";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.65801709, 55.62267069]]]";"{type=Point, coordinates=[37.65801709, 55.62267069]}";
"5107813198";"7982";"Ясенево";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.52442594, 55.59282212]]]";"{type=Point, coordinates=[37.52442594, 55.59282212]}";
"5107813199";"7756";"3-й квартал Капотни, 13";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.79571539, 55.6351183]]]";"{type=Point, coordinates=[37.79571539, 55.6351183]}";
"5107813200";"7583";"Б. Харитоньевский пер.";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.6411424, 55.76306613]]]";"{type=Point, coordinates=[37.6411424, 55.76306613]}";
"5107813201";"7580";"Покровские Ворота";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.64646608, 55.75917154]]]";"{type=Point, coordinates=[37.64646608, 55.75917154]}";
"5107813202";"7593";"Донской монастырь";"";"";"";"";"";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.60073926, 55.71066876]]]";"{type=Point, coordinates=[37.60073926, 55.71066876]}";
"5107813203";"7973";"18-й мкр. Ясенева";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.50727644, 55.60166795]]]";"{type=Point, coordinates=[37.50727644, 55.60166795]}";
"5107813204";"7791";"1-й квартал Капотни";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.78909031, 55.64248918]]]";"{type=Point, coordinates=[37.78909031, 55.64248918]}";
"5107813205";"770";"Петрово";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.4110139, 55.85041275]]]";"{type=Point, coordinates=[37.4110139, 55.85041275]}";
"5107813206";"7642";"Учебный центр Минздрава";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.69680063, 55.82574442]]]";"{type=Point, coordinates=[37.69680063, 55.82574442]}";
"5107813207";"8031";"Новинский бульвар";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58475218, 55.75242738]]]";"{type=Point, coordinates=[37.58475218, 55.75242738]}";
"5107813208";"7691";"Серпуховская площадь";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.62383896, 55.73037549]]]";"{type=Point, coordinates=[37.62383896, 55.73037549]}";
"5107813209";"7885";"Кировоградские пруды";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.59010077, 55.60600164]]]";"{type=Point, coordinates=[37.59010077, 55.60600164]}";
"5107813210";"7626";"Улица Николая Химушина, 3";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.75865413, 55.81948226]]]";"{type=Point, coordinates=[37.75865413, 55.81948226]}";
"5107813211";"7777";"5-й квартал Капотни";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.80348685, 55.632441]]]";"{type=Point, coordinates=[37.80348685, 55.632441]}";
"5107813212";"7660";"Товарищеская ул.";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.6650784, 55.6191488]]]";"{type=Point, coordinates=[37.6650784, 55.6191488]}";
"5107813213";"7964";"Дубравная ул.";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.35470757, 55.84193006]]]";"{type=Point, coordinates=[37.35470757, 55.84193006]}";
"5107813214";"7981";"Малое Голубино";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.50408146, 55.60161616]]]";"{type=Point, coordinates=[37.50408146, 55.60161616]}";
"5107813215";"8430";"К/т «Керчь»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.66165885, 55.59521814]]]";"{type=Point, coordinates=[37.66165885, 55.59521814]}";
"5107813216";"7924";"Посёлок Дубровский";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.6346056, 55.57353364]]]";"{type=Point, coordinates=[37.6346056, 55.57353364]}";
"5107813217";"7223";"Задонский пр., 40";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.76115088, 55.62097255]]]";"{type=Point, coordinates=[37.76115088, 55.62097255]}";
"5107813218";"7834";"МФЦ Ломоносовский";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53837927, 55.67637605]]]";"{type=Point, coordinates=[37.53837927, 55.67637605]}";
"5107813219";"8021";"Керченская улица, 6";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.5840008, 55.65634911]]]";"{type=Point, coordinates=[37.5840008, 55.65634911]}";
"5107813220";"7725";"Технический переулок";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.68184275, 55.76345938]]]";"{type=Point, coordinates=[37.68184275, 55.76345938]}";
"5107813221";"8023";"Керченская улица, 6";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58527688, 55.65733077]]]";"{type=Point, coordinates=[37.58527688, 55.65733077]}";
"5107813222";"7673";"Метро «Кантемировская»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.65185119, 55.63782787]]]";"{type=Point, coordinates=[37.65185119, 55.63782787]}";
"5107813223";"7954";"Шелепихинский мост";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.52136049, 55.75492306]]]";"{type=Point, coordinates=[37.52136049, 55.75492306]}";
"5107813224";"7940";"Улица Полбина, 14";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.73258786, 55.6877525]]]";"{type=Point, coordinates=[37.73258786, 55.6877525]}";
"5107813225";"7896";"Галерея «Измайлово»";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"[Автобус, Трамвай]";"[Geometry[type=Point, coordinates=[37.7708356, 55.79019455]]]";"{type=Point, coordinates=[37.7708356, 55.79019455]}";
"5107813226";"7647";"РГСУ";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.71974078, 55.82673257]]]";"{type=Point, coordinates=[37.71974078, 55.82673257]}";
"5107813227";"7966";"Метро «Юго-Западная»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.48462849, 55.66188311]]]";"{type=Point, coordinates=[37.48462849, 55.66188311]}";
"5107813228";"7694";"Метро «Третьяковская»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.62448997, 55.74009066]]]";"{type=Point, coordinates=[37.62448997, 55.74009066]}";
"5107813229";"7633";"Открытое ш., 19";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.74883348, 55.8238497]]]";"{type=Point, coordinates=[37.74883348, 55.8238497]}";
"5107813230";"7703";"Ул. Винокурова";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.59294647, 55.6862546]]]";"{type=Point, coordinates=[37.59294647, 55.6862546]}";
"5107813231";"8316";"Метро «Ясенево»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53023175, 55.6067972]]]";"{type=Point, coordinates=[37.53023175, 55.6067972]}";
"5107813232";"7692";"Большой Ордынский переулок";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.62423743, 55.7343298]]]";"{type=Point, coordinates=[37.62423743, 55.7343298]}";
"5107813233";"7970";"Метро «Тёплый Стан»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.50884252, 55.61709764]]]";"{type=Point, coordinates=[37.50884252, 55.61709764]}";
"5107813234";"7467";"Ул. Строителей, 7";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53595649, 55.68635856]]]";"{type=Point, coordinates=[37.53595649, 55.68635856]}";
"5107813235";"7718";"Улица Матросская Тишина";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.68894738, 55.78431465]]]";"{type=Point, coordinates=[37.68894738, 55.78431465]}";
"5107813236";"8425";"Спорткомплекс «Солнечный»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.41337474, 55.65086446]]]";"{type=Point, coordinates=[37.41337474, 55.65086446]}";
"5107813237";"8106";"Улица Миклухо-Маклая, 20";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.52148177, 55.64439028]]]";"{type=Point, coordinates=[37.52148177, 55.64439028]}";
"5107813238";"7744";"Большой Матросский переулок";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.69410672, 55.78951005]]]";"{type=Point, coordinates=[37.69410672, 55.78951005]}";
"5107813239";"7705";"Ул. Винокурова, 7";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58711738, 55.68804961]]]";"{type=Point, coordinates=[37.58711738, 55.68804961]}";
"5107813240";"7733";"Доброслободская улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.67327306, 55.76374621]]]";"{type=Point, coordinates=[37.67327306, 55.76374621]}";
"5107813241";"7620";"Университет социальных технологий";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.72672126, 55.82703666]]]";"{type=Point, coordinates=[37.72672126, 55.82703666]}";
"5107813242";"7677";"Электрический завод";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.65001377, 55.60747562]]]";"{type=Point, coordinates=[37.65001377, 55.60747562]}";
"5107813243";"7766";"Чагинская улица, 2";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.80753515, 55.66676522]]]";"{type=Point, coordinates=[37.80753515, 55.66676522]}";
"5107813244";"7713";"4-й Воробьёвский проезд";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55990065, 55.7062321]]]";"{type=Point, coordinates=[37.55990065, 55.7062321]}";
"5107813245";"7833";"Улица Архитектора Власова";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.54412908, 55.67397353]]]";"{type=Point, coordinates=[37.54412908, 55.67397353]}";
"5107813246";"8013";"2-я Черногрязская ул.";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.54735128, 55.76483359]]]";"{type=Point, coordinates=[37.54735128, 55.76483359]}";
"5107813247";"7881";"Фруктовая улица";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"[Автобус, Трамвай]";"[Geometry[type=Point, coordinates=[37.61039681, 55.66063116]]]";"{type=Point, coordinates=[37.61039681, 55.66063116]}";
"5107813248";"7697";"Ин-т им. Герцена";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55751537, 55.7802898]]]";"{type=Point, coordinates=[37.55751537, 55.7802898]}";
"5107813249";"7821";"Зябликово";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.7648866, 55.60851675]]]";"{type=Point, coordinates=[37.7648866, 55.60851675]}";
"5107813250";"7587";"Комиссариатский мост";"";"";"";"да";"ГУП Московский Метрополитен";"Подключено";"[Автобус, Трамвай]";"[Geometry[type=Point, coordinates=[37.63439908, 55.74443474]]]";"{type=Point, coordinates=[37.63439908, 55.74443474]}";
"5107813251";"7649";"Кадетский корпус";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.70320027, 55.82609522]]]";"{type=Point, coordinates=[37.70320027, 55.82609522]}";
"5107813252";"8308";"Геологоразведочный университет";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51441576, 55.6473973]]]";"{type=Point, coordinates=[37.51441576, 55.6473973]}";
"5107813253";"7611";"Платформа Нагатинская";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.62469618, 55.68086987]]]";"{type=Point, coordinates=[37.62469618, 55.68086987]}";
"5107813254";"7699";"Социальный фонд России";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56295713, 55.78617779]]]";"{type=Point, coordinates=[37.56295713, 55.78617779]}";
"5107813255";"8287";"Метро «Тёплый Стан»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.50595505, 55.61904285]]]";"{type=Point, coordinates=[37.50595505, 55.61904285]}";
"5107813256";"7726";"Доброслободская улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.67292265, 55.76400304]]]";"{type=Point, coordinates=[37.67292265, 55.76400304]}";
"5107813257";"7740";"Ул. Фридриха Энгельса";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.69667773, 55.77811734]]]";"{type=Point, coordinates=[37.69667773, 55.77811734]}";
"5107813258";"8032";"Новинский бульв.";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58457586, 55.75274952]]]";"{type=Point, coordinates=[37.58457586, 55.75274952]}";
"5107813259";"7700";"1-й Боткинский пр.";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55906087, 55.78447676]]]";"{type=Point, coordinates=[37.55906087, 55.78447676]}";
"5107813260";"7464";"Суздальская улица, 38";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.87128146, 55.7457135]]]";"{type=Point, coordinates=[37.87128146, 55.7457135]}";
"5107813261";"833";"Новопесчаная ул., 3";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51807009, 55.80256237]]]";"{type=Point, coordinates=[37.51807009, 55.80256237]}";
"5107813262";"7750";"5-й кв. Капотни, 24";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.80196908, 55.63119728]]]";"{type=Point, coordinates=[37.80196908, 55.63119728]}";
